PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,Max_Capacity,OUT_MT,OUT_RATE_%,IN_MT,IN_MT_PER_MONTH,UNRESTRICTED_STOCK,PREDCITED_OUTBOUND_NEXT_MONTH,PREDCITED_TOTAL_OUTBOUND_NEXT_MONTH,NEXT_MONTH_STOCK,OVER_SUPPLY,IS_OVER_SUPPLY,WAREHOUSE_OVERFLOW,DESERVED_SPACE_RATIO,DESERVED_STOCK_MT,OVER_DESERVED,RISK_OVERFLOW
CHINA-WAREHOUSE,MAT-0015,"['R7340A', 'R5109A', 'R1154A', 'R5049A', 'R8516A', 'R6878A', 'S7448A']",70000.0,5610.889999999999,8.015557142857142,4207.5,382.5,822.5,550.6973819091095,21800.0,1205.0,-168.19738190910948,False,True,0.025261347793995848,1768.2943455797094,-563.2943455797094,False
CHINA-WAREHOUSE,MAT-0016,[],70000.0,98.95,0.14135714285714285,0.0,0.0,0.0,0.0,21800.0,0.0,0.0,False,True,0.0,0.0,0.0,False
CHINA-WAREHOUSE,MAT-0017,"['2201A', '8479A', '1365A', '5902A', '9157A', '6586A', '5580A', '2657A', '8790A', '3604A', '6970A', '7106A', '9728A', '8070A', '8521A', '5328A', '8702A', '5548A', '5786A', '1853A']",70000.0,240.88,0.3441142857142857,2140.0,194.54545454545453,834.825,41.57105310375729,21800.0,1029.3704545454545,152.97440144169724,True,True,0.0019069290414567566,133.48503290197297,895.8854216434815,True
CHINA-WAREHOUSE,MAT-0018,"['E6152A', 'E8472A']",70000.0,315.69,0.45098571428571427,396.0,36.0,80.25,41.67991141394731,21800.0,116.25,-5.679911413947309,False,True,0.0019119225419241884,133.8345779346932,-17.584577934693186,False
CHINA-WAREHOUSE,MAT-0019,"['P7222A', 'P7777A', 'P8561A']",70000.0,36.2,0.05171428571428572,240.8,21.89090909090909,204.55,2.4133897214812947,21800.0,226.4409090909091,19.477519369427796,True,True,0.0001107059505266649,7.749416536866542,218.69149255404255,True
CHINA-WAREHOUSE,MAT-0032,"['P4800D', 'P9566A', 'P2314A', 'P9348A', 'P9634A', 'P9445A']",70000.0,1079.56,1.5422285714285713,793.5,72.13636363636364,61.45,233.16973450164886,21800.0,133.58636363636364,-161.03337086528524,False,True,0.01069585938080958,748.7101566566706,-615.123793020307,False
CHINA-WAREHOUSE,MAT-0035,"['3860F8878A4815', '5228F1995A5122', '3687F9398A6057', '9829F1238A5249', '1514F1926A1408', '3369K6277A7051', '8036K6514A2968', '7958K1475A9245', '7299K3565A2786', '5047K2132A3772']",70000.0,671.54,0.959342857142857,396.0,36.0,546.675,76.00310851115047,21800.0,582.675,-40.00310851115047,False,True,0.0034863811243647006,244.04667870552905,338.6283212944709,True
CHINA-WAREHOUSE,MAT-0036,[],70000.0,184.07999999999998,0.2629714285714286,0.0,0.0,0.0,54.94829804380497,21800.0,0.0,-54.94829804380497,False,True,0.0025205641304497694,176.43948913148387,-176.43948913148387,False
CHINA-WAREHOUSE,MAT-0042,[],70000.0,148.45999999999998,0.21208571428571427,0.0,0.0,0.0,61.43774849683912,21800.0,0.0,-61.43774849683912,False,True,0.002818245343891703,197.2771740724192,-197.2771740724192,False
CHINA-WAREHOUSE,MAT-0046,"['2248', '1986', '1481', '8800', '5240', '2118', '8565', '9978', '3004', '2491', '4408', '6327', '1800', '2401', '8428', '4258', '4934', '2950', '7707', '8094', '1443', '3209', '4709', '7950', '2723', '4876']",70000.0,1143.47,1.6335285714285714,1044.625,94.9659090909091,821.3,111.05660842841758,21800.0,916.2659090909091,-16.090699337508482,False,True,0.005094339836165944,356.60378853161603,559.662120559293,True
CHINA-WAREHOUSE,MAT-0047,"['8621A', '3142A', '9668A', '8549A', '1310A', '1332A', '2490A', '2917A', '6083A', '9020A']",70000.0,1312.63,1.8751857142857142,1280.0,116.36363636363636,573.525,202.81809238598552,21800.0,689.8886363636364,-86.45445602234916,False,True,0.00930358221954062,651.2507553678433,38.63788099579301,True
CHINA-WAREHOUSE,MAT-0048,[],70000.0,0.18,0.0002571428571428571,0.0,0.0,0.0,0.0,21800.0,0.0,0.0,False,True,0.0,0.0,0.0,False
CHINA-WAREHOUSE,MAT-0049,['S9549A'],70000.0,2624.12,3.7487428571428567,2598.75,236.25,142.55,200.11285490523792,21800.0,378.8,36.137145094762076,True,True,0.009179488757121006,642.5642129984705,-263.76421299847044,False
CHINA-WAREHOUSE,MAT-0050,[],70000.0,223.98,0.3199714285714286,0.0,0.0,0.0,46.39120185186938,21800.0,0.0,-46.39120185186938,False,True,0.002128036782195843,148.96257475370902,-148.96257475370902,False
CHINA-WAREHOUSE,MAT-0052,"['4755A', '5912A', '6761A']",70000.0,1.2,0.0017142857142857142,151.2,13.745454545454544,158.4,0.0,21800.0,172.14545454545456,13.745454545454544,True,True,0.0,0.0,172.14545454545456,True
CHINA-WAREHOUSE,MAT-0053,"['R6419A', 'S9350A']",70000.0,626.43,0.8948999999999998,742.5,67.5,242.35,48.69967616349866,21800.0,309.85,18.80032383650134,True,True,0.0022339300992430576,156.37510694701405,153.47489305298598,True
CHINA-WAREHOUSE,MAT-0054,[],70000.0,54.5,0.07785714285714286,0.0,0.0,0.0,3.6554551024201407,21800.0,0.0,-3.6554551024201407,False,True,0.00016768142671652023,11.737699870156415,-11.737699870156415,False
CHINA-WAREHOUSE,MAT-0055,"['3313A3240', '9315A2898', '7919A9356', '1746A9127', '1686A3067', '8901A4259']",70000.0,1566.75,2.2382142857142857,1204.5,109.5,148.275,173.14137947992631,21800.0,257.775,-63.641379479926314,False,True,0.007942265113758088,555.9585579630661,-298.18355796306616,False
CHINA-WAREHOUSE,MAT-0056,"['2379A', '3224A', '1633A', '8962A', '9633A', '1226A', '4767A', '8246A', '7885A', '8102A', '6829A', '8899A', '7447A', '4267A', '5874A', '3889A', '4808A', '6527A', '9185A', '1990A']",70000.0,1598.83,2.284042857142857,2128.5,193.5,1223.375,136.64817542388053,21800.0,1416.875,56.85182457611947,True,True,0.006268264927700942,438.77854493906597,978.096455060934,True
CHINA-WAREHOUSE,MAT-0057,['S9024A'],70000.0,25.81,0.03687142857142857,0.0,0.0,7.625,0.7727529531075045,21800.0,7.625,-0.7727529531075045,False,True,3.544738317006901e-05,2.481316821904831,5.143683178095169,True
CHINA-WAREHOUSE,MAT-0059,[],70000.0,0.56,0.0008000000000000001,0.0,0.0,0.0,0.0,21800.0,0.0,0.0,False,True,0.0,0.0,0.0,False
CHINA-WAREHOUSE,MAT-0060,"['M4312B', 'M8994A']",70000.0,3.48,0.004971428571428571,74.25,6.75,70.7,0.0,21800.0,77.45,6.75,True,True,0.0,0.0,77.45,True
CHINA-WAREHOUSE,MAT-0064,[],70000.0,118.5,0.1692857142857143,0.0,0.0,0.0,0.0,21800.0,0.0,0.0,False,True,0.0,0.0,0.0,False
CHINA-WAREHOUSE,MAT-0065,"['8470G', '7556I', '3931E', '2888F', '6042G', '2905A', '7794A', '1873A', '8975A', '1165A', '5249A', '8981A', '6980A', '8690A', '8554A', '1266A', '3205B', '2292A']",70000.0,518.1,0.7401428571428572,297.0,27.0,428.275,2.7457793639392727,21800.0,455.275,24.254220636060726,True,True,0.00012595318183207673,8.816722728245372,446.4582772717546,True
CHINA-WAREHOUSE,MAT-0066,"['2165J6864A2898', '4286K8769A6747']",70000.0,55.45,0.07921428571428571,74.25,6.75,18.65,34.07320096164436,21800.0,25.4,-27.32320096164436,False,True,0.0015629908698002,109.409360886014,-84.00936088601401,False
CHINA-WAREHOUSE,MAT-0068,['M5969B'],70000.0,4.5,0.0064285714285714285,24.75,2.25,20.25,0.0,21800.0,22.5,2.25,True,True,0.0,0.0,22.5,True
CHINA-WAREHOUSE,MAT-0069,"['4597', '9142', '4484', '8656', '3491', '2179', '3985']",70000.0,23.77,0.03395714285714285,57.75,5.25,1.0,2.236234652114802,21800.0,6.25,3.013765347885198,True,True,0.00010257957119792671,7.18056998385487,-0.9305699838548698,False
CHINA-WAREHOUSE,MAT-0070,['1027'],70000.0,4.75,0.006785714285714286,24.75,2.25,20.0,0.0,21800.0,22.25,2.25,True,True,0.0,0.0,22.25,True
CHINA-WAREHOUSE,MAT-0078,[],70000.0,0.03,4.2857142857142856e-05,0.0,0.0,0.0,0.0,21800.0,0.0,0.0,False,True,0.0,0.0,0.0,False
CHINA-WAREHOUSE,MAT-0082,"['6692A', '8998A', '6176A', '9762A', '8018A', '2156A', '4464A', '9325A', '6366A', '3223A', '6568A', '8754A', '9941A', '4909A', '6424A', '5598A', '3351A', '4249A', '2785A', '1382A', '8882A', '5457A', '2174A', '4068A', '8798A', '9769A', '5098A', '2754A', '8814A', '9773A', '9330A', '1068A', '7326A', '1235A', '1908A', '7641A', '9396A', '5834A', '5962A']",70000.0,1703.8799999999999,2.4341142857142857,1940.0,176.36363636363637,1036.25,78.07516404536175,21800.0,1212.6136363636365,98.28847231827463,True,True,0.0035814295433652175,250.70006803556524,961.9135683280713,True
CHINA-WAREHOUSE,MAT-0084,"['R9779A', 'R8049A']",70000.0,6706.1900000000005,9.580271428571429,6583.5,598.5,535.075,499.8611712645067,21800.0,1133.575,98.63882873549329,True,True,0.022929411525894804,1605.0588068126362,-471.4838068126362,False
CHINA-WAREHOUSE,MAT-0085,"['2724A', '2764A', '4566A', '9114A', '2157A', '1858A', '6762T', '7195A', '6327A', '8436A', '7235A', '5979A', '4717A', '3654A']",70000.0,111.97000000000001,0.15995714285714288,891.132,81.012,794.825,18.142939000374064,21800.0,875.837,62.86906099962594,True,True,0.0008322449082740396,58.257143579182774,817.5798564208172,True
CHINA-WAREHOUSE,MAT-0086,"['E2769A', 'E8984A']",70000.0,58.28,0.08325714285714286,148.5,13.5,90.25,6.296014966858469,21800.0,103.75,7.203985033141531,True,True,0.0002888080260026821,20.216561820187746,83.53343817981225,True
CHINA-WAREHOUSE,MAT-0087,"['S4534A', 'S8871A', 'S8879A']",70000.0,49.510000000000005,0.07072857142857143,602.25,54.75,250.25,0.0,21800.0,305.0,54.75,True,True,0.0,0.0,305.0,True
CHINA-WAREHOUSE,MAT-0092,"['M6532A', 'M5108A', 'N5117A', 'N4502A', 'N4113A', 'N3963A']",70000.0,2807.94,4.011342857142857,3118.5,283.5,308.5,574.4432391853715,21800.0,592.0,-290.94323918537145,False,True,0.02635060730208126,1844.5425111456882,-1252.5425111456882,False
CHINA-WAREHOUSE,MAT-0095,[],70000.0,10.34,0.01477142857142857,0.0,0.0,0.0,0.0,21800.0,0.0,0.0,False,True,0.0,0.0,0.0,False
CHINA-WAREHOUSE,MAT-0096,"['M3832A', 'M8913A', 'M9260B', 'M4796B', 'M9345B', 'M4548C']",70000.0,117.48,0.16782857142857144,0.0,0.0,0.0,25.52448846945815,21800.0,0.0,-25.52448846945815,False,True,0.001170848094929273,81.9593666450491,-81.9593666450491,False
CHINA-WAREHOUSE,MAT-0097,['E4406A'],70000.0,1068.58,1.526542857142857,866.25,78.75,93.7,54.38801889286388,21800.0,172.45,24.361981107136117,True,True,0.002494863251966233,174.64042763763632,-2.1904276376363327,False
CHINA-WAREHOUSE,MAT-0098,"['9441A', '4145A', '2829A']",70000.0,298.09999999999997,0.4258571428571428,371.25,33.75,273.45,30.496473760035908,21800.0,307.2,3.253526239964092,True,True,0.0013989208146805462,97.92445702763824,209.27554297236173,True
CHINA-WAREHOUSE,MAT-0099,"['M4750A', 'M9920A', 'M7138B', 'M5303A', 'M4424C', 'M3048A', 'M7110B', 'M4730C', 'M3149B', 'M2395A', 'M1833B', 'M7380C', 'M4476B', 'M9743C', 'M7168C', 'M6643B', 'M1319C', 'M6792C', 'M2591B', 'M5811C', 'M8271B', 'M8394B']",70000.0,2162.73,3.0896142857142856,1757.25,159.75,857.65,266.78636328032644,21800.0,1017.4,-107.03636328032644,False,True,0.012237906572492038,856.6534600744427,160.74653992555727,True
CHINA-WAREHOUSE,MAT-0100,[],70000.0,81.3,0.11614285714285713,0.0,0.0,0.0,0.0,21800.0,0.0,0.0,False,True,0.0,0.0,0.0,False
CHINA-WAREHOUSE,MAT-0101,"['E4752A', 'E9719A']",70000.0,297.08,0.42439999999999994,173.25,15.75,49.125,21.424864054325575,21800.0,64.875,-5.674864054325575,False,True,0.0009827919290975034,68.79543503682524,-3.920435036825239,False
CHINA-WAREHOUSE,MAT-0102,['V6547A'],70000.0,24.7,0.03528571428571428,49.4,4.490909090909091,24.7,0.0,21800.0,29.19090909090909,4.490909090909091,True,True,0.0,0.0,29.19090909090909,True
CHINA-WAREHOUSE,MAT-0103,[],70000.0,118.22999999999999,0.16889999999999997,0.0,0.0,0.0,0.0,21800.0,0.0,0.0,False,True,0.0,0.0,0.0,False
CHINA-WAREHOUSE,MAT-0104,['M8883A'],70000.0,37.75,0.05392857142857142,12.375,1.125,0.175,2.5206762213417013,21800.0,1.3,-1.3956762213417013,False,True,0.00011562734960283034,8.093914472198124,-6.793914472198124,False
CHINA-WAREHOUSE,MAT-0105,['M2392B'],70000.0,43.43,0.06204285714285715,49.5,4.5,6.075,0.0,21800.0,10.575,4.5,True,True,0.0,0.0,10.575,True
CHINA-WAREHOUSE,MAT-0106,"['M2537B', 'M8268B', 'M5612B']",70000.0,4.53,0.0064714285714285716,82.5,7.5,77.975,0.0,21800.0,85.475,7.5,True,True,0.0,0.0,85.475,True
CHINA-WAREHOUSE,MAT-0107,[],70000.0,36.4,0.052,36.4,3.309090909090909,0.0,0.0,21800.0,3.309090909090909,3.309090909090909,True,True,0.0,0.0,3.309090909090909,True
CHINA-WAREHOUSE,MAT-0108,['E4259A'],70000.0,293.34,0.4190571428571428,470.25,42.75,176.65,147.2126375100338,21800.0,219.4,-104.4626375100338,False,True,0.00675287328027678,472.70112961937457,-253.30112961937456,False
CHINA-WAREHOUSE,MAT-0111,"['4986A6798', '2746A2209', '2330A3052', '2295A1281', '9616A7666']",70000.0,885.03,1.2643285714285715,635.25,57.75,71.5,109.39809846759889,21800.0,129.25,-51.648098467598885,False,True,0.005018261397596279,351.27829783173956,-222.02829783173956,False
CHINA-WAREHOUSE,MAT-0112,"['M5931A', 'M8345B', 'M4070B', 'M4915C', 'M5772A', 'M2901B', 'M2194A']",70000.0,5046.43,7.209185714285715,4554.0,414.0,227.875,362.2781205716923,21800.0,641.875,51.721879428307716,True,True,0.016618262411545518,1163.2783688081863,-521.4033688081863,False
CHINA-WAREHOUSE,MAT-0113,[],70000.0,155.61,0.22230000000000003,0.0,0.0,0.0,13.727103742712877,21800.0,0.0,-13.727103742712877,False,True,0.0006296836579226091,44.07785605458264,-44.07785605458264,False
CHINA-WAREHOUSE,MAT-0114,"['L4708A', 'L1317A']",70000.0,119.19,0.17027142857142857,51.0,4.636363636363637,40.675,15.06412096481854,21800.0,45.31136363636364,-10.427757328454904,False,True,0.0006910147231568138,48.37103062097697,-3.0596669846133295,False
CHINA-WAREHOUSE,MAT-0115,['7850A8804'],70000.0,10.379999999999999,0.014828571428571427,0.0,0.0,14.35,14.073580371571115,21800.0,14.35,-14.073580371571115,False,True,0.00064557708126473,45.1903956885311,-30.840395688531096,False
CHINA-WAREHOUSE,MAT-0116,"['1269A', '6342A', '7052A', '3906A', '1512A', '5388A']",70000.0,21.82,0.031171428571428572,247.54399999999998,22.503999999999998,238.5,1.9144970839362034,21800.0,261.004,20.589502916063793,True,True,8.782096715303685e-05,6.147467700712579,254.85653229928744,True
CHINA-WAREHOUSE,MAT-0117,[],70000.0,9.48,0.013542857142857145,22.5,2.0454545454545454,0.0,6.314472995817512,21800.0,2.0454545454545454,-4.269018450362967,False,True,0.00028965472457878497,20.275830720514946,-18.2303761750604,False
CHINA-WAREHOUSE,MAT-0118,"['S2248A', 'S2266A', 'S7152A', 'S8552A', 'S8144A', 'S2204A']",70000.0,143.51999999999998,0.20502857142857142,1014.75,92.25,623.45,90.51157839197158,21800.0,715.7,1.7384216080284176,True,True,0.00415190726568677,290.6335085980739,425.06649140192616,True
CHINA-WAREHOUSE,MAT-0119,"['4603', '1584', '5899']",70000.0,4.14,0.005914285714285714,8.25,0.75,0.0,0.0,21800.0,0.75,0.75,True,True,0.0,0.0,0.75,True
CHINA-WAREHOUSE,MAT-0120,['E2738A'],70000.0,638.82,0.9126000000000001,816.75,74.25,78.4,0.0,21800.0,152.65,74.25,True,True,0.0,0.0,152.65,True
CHINA-WAREHOUSE,MAT-0128,[],70000.0,0.11,0.00015714285714285713,0.0,0.0,0.0,0.0,21800.0,0.0,0.0,False,True,0.0,0.0,0.0,False
CHINA-WAREHOUSE,MAT-0137,"['R2349A', 'R4599A', 'R8250A']",70000.0,1774.13,2.5344714285714285,1683.0,153.0,580.725,54.971097800355636,21800.0,733.725,98.02890219964436,True,True,0.0025216099908420015,176.5126993589401,557.21230064106,True
CHINA-WAREHOUSE,MAT-0141,[],70000.0,125.55,0.17935714285714285,0.0,0.0,0.0,0.0,21800.0,0.0,0.0,False,True,0.0,0.0,0.0,False
CHINA-WAREHOUSE,MAT-0142,"['V2189A', 'V5368A', 'V2885A', 'V9174A']",70000.0,3569.21,5.098871428571428,3187.5,289.77272727272725,410.75,240.24265811393587,21800.0,700.5227272727273,49.53006915879138,True,True,0.011020305418070453,771.4213792649317,-70.89865199220446,False
CHINA-WAREHOUSE,MAT-0143,"['V8859A', 'V6262A', 'V5971A', 'V1824A', 'V3953A', 'V9646A']",70000.0,2434.93,3.478471428571428,2346.0,213.27272727272728,971.1,158.95112359773364,21800.0,1184.3727272727274,54.32160367499364,True,True,0.007291335944850167,510.3935161395117,673.9792111332157,True
CHINA-WAREHOUSE,MAT-0144,"['V9169A', 'V2131A', 'V1151A', 'V1739A', 'V8193A', 'V2779A', 'V8158A', 'V9124A', 'V2376A', 'V7426A', 'V2653A', 'V3058A', 'V3126A', 'V8615A', 'V9651A']",70000.0,10805.67,15.436671428571428,11959.5,1087.2272727272727,2346.975,976.4679508748878,21800.0,3434.2022727272724,110.75932185238491,True,True,0.04479210783829761,3135.447548680833,298.7547240464396,True
CHINA-WAREHOUSE,MAT-0145,"['V6899A', 'V3968A', 'V8917A', 'V1698A', 'V8048A', 'V5531A', 'V4246A', 'V7882A', 'V6724A', 'V1264A', 'V4043A', 'V3815A']",70000.0,18976.49,27.10927142857143,18691.5,1699.2272727272727,2470.9,1016.1763165636299,21800.0,4170.127272727273,683.0509561636428,True,True,0.046613592502918806,3262.9514752043165,907.1757975229561,True
CHINA-WAREHOUSE,MAT-0146,['S4114A'],70000.0,4060.74,5.801057142857142,3861.0,351.0,13.525,209.57800176268663,21800.0,364.525,141.42199823731337,True,True,0.009613669805627827,672.9568863939479,-308.43188639394793,False
CHINA-WAREHOUSE,MAT-0147,['V4625A'],70000.0,296.1,0.42300000000000004,153.0,13.909090909090908,3.6,21.240184567502087,21800.0,17.509090909090908,-7.331093658411179,False,True,0.0009743203930046829,68.20242751032781,-50.6933366012369,False
CHINA-WAREHOUSE,MAT-0148,"['M5555C', 'M4427A', 'M6564A', 'M5463B']",70000.0,216.01,0.3085857142857143,0.0,0.0,1.75,0.0,21800.0,1.75,0.0,False,True,0.0,0.0,1.75,True
CHINA-WAREHOUSE,MAT-0149,['N9204A'],70000.0,39.51,0.05644285714285714,0.0,0.0,0.0,0.0,21800.0,0.0,0.0,False,True,0.0,0.0,0.0,False
CHINA-WAREHOUSE,MAT-0150,"['P5297A', 'P1963A', 'P5541A', 'P2646A']",70000.0,568.59,0.8122714285714286,355.5,32.31818181818182,42.35,83.8543388454445,21800.0,74.66818181818182,-51.53615702726268,False,True,0.0038465293048369036,269.25705133858327,-194.58886952040143,False
CHINA-WAREHOUSE,MAT-0151,"['R5144A', 'R3505A', 'R2688A']",70000.0,630.39,0.9005571428571428,891.0,81.0,398.4,59.13210031109335,21800.0,479.4,21.867899688906647,True,True,0.002712481665646484,189.87371659525388,289.5262834047461,True
CHINA-WAREHOUSE,MAT-0153,"['E2176A', 'E9979A', 'E8084A']",70000.0,3535.56,5.0508,3514.5,319.5,3.55,0.0,21800.0,323.05,319.5,True,True,0.0,0.0,323.05,True
CHINA-WAREHOUSE,MAT-0154,[],70000.0,137.73000000000002,0.19675714285714288,0.0,0.0,0.0,66.26542386964086,21800.0,0.0,-66.26542386964086,False,True,0.003039698342644076,212.77888398508532,-212.77888398508532,False
CHINA-WAREHOUSE,MAT-0156,"['M2868A', 'M8986A', 'M9525A', 'M9522A', 'M4677A', 'M7195A', 'M3553A', 'M5672A', 'M9845A']",70000.0,1794.32,2.5633142857142857,2244.0,204.0,591.45,291.4546896708285,21800.0,795.45,-87.45468967082849,False,True,0.013369481177560939,935.8636824292657,-140.4136824292657,False
CHINA-WAREHOUSE,MAT-0157,[],70000.0,0.6,0.0008571428571428571,0.0,0.0,0.0,0.0,21800.0,0.0,0.0,False,True,0.0,0.0,0.0,False
CHINA-WAREHOUSE,MAT-0158,"['P2370A', 'P8698A', 'P3716A', 'P2284A', 'P9225A', 'P9548A', 'P8581A', 'P1853A']",70000.0,1127.31,1.610442857142857,967.5,87.95454545454545,50.05,203.87414631917053,21800.0,138.00454545454545,-115.91960086462508,False,True,0.00935202506051241,654.6417542358687,-516.6372087813232,False
CHINA-WAREHOUSE,MAT-0159,"['V8634A', 'V8003A', 'V4695A']",70000.0,40.91,0.05844285714285714,25.5,2.3181818181818183,237.175,7.380461004728803,21800.0,239.49318181818182,-5.062279186546984,False,True,0.0003385532570976515,23.698727996835604,215.79445382134622,True
CHINA-WAREHOUSE,MAT-0160,"['H6435A', 'H6063A', 'H6364A', 'H9549A', 'H3093A', 'H1684A', 'H8273A', 'H3869A', 'H1393A', 'H8981A', 'H9923A', 'H5368A', 'H2906A', 'H7543A', 'H5216A', 'H2180A', 'H1761A', 'H4271A', 'H1079A', 'H1541A', 'H8494A', 'H5660A', 'H1444A', 'H4933A', 'H1837A', 'H6089A']",70000.0,8.57,0.012242857142857142,1435.5,130.5,1426.35,2.512377333435264,21800.0,1556.85,127.98762266656473,True,True,0.00011524666667134239,8.067266666993968,1548.782733333006,True
CHINA-WAREHOUSE,MAT-0161,['S3674A'],70000.0,74.25,0.10607142857142857,0.0,0.0,0.0,0.0,21800.0,0.0,0.0,False,True,0.0,0.0,0.0,False
CHINA-WAREHOUSE,MAT-0162,[],70000.0,24.76,0.035371428571428574,0.0,0.0,0.0,0.0,21800.0,0.0,0.0,False,True,0.0,0.0,0.0,False
CHINA-WAREHOUSE,MAT-0163,['E2075A'],70000.0,435.3,0.6218571428571429,0.0,0.0,0.375,53.3450974730429,21800.0,0.375,-53.3450974730429,False,True,0.002447022819864353,171.29159739050473,-170.91659739050473,False
CHINA-WAREHOUSE,MAT-0164,"['M3059B', 'M9466B', 'M6836A']",70000.0,34.2,0.04885714285714286,61.875,5.625,27.5,0.0,21800.0,33.125,5.625,True,True,0.0,0.0,33.125,True
CHINA-WAREHOUSE,MAT-0165,"['1338A7264', '7919A4522', '8420A9311']",70000.0,71.46,0.10208571428571428,121.0,11.0,49.575,0.0,21800.0,60.575,11.0,True,True,0.0,0.0,60.575,True
CHINA-WAREHOUSE,MAT-0166,"['A9394A', 'A9975A', 'A7017A', 'A2496A', 'A2059A', 'A8855A', 'A3847A', 'A9180A', 'A3589A', 'A5438A', 'A9426A', 'A8721A', 'A2741A', 'A4085A', 'A4804A', 'A2798A', 'A6690A']",70000.0,15.11,0.021585714285714284,1729.65,157.2409090909091,1977.275,3.7189467642463385,21800.0,2134.515909090909,153.52196232666276,True,True,0.00017059388826818066,11.941572178772645,2122.5743369121365,True
CHINA-WAREHOUSE,MAT-0167,"['M8694A', 'N4163A']",70000.0,0.9000000000000001,0.0012857142857142859,247.5,22.5,147.475,0.0,21800.0,169.975,22.5,True,True,0.0,0.0,169.975,True
CHINA-WAREHOUSE,MAT-0168,['8173E4553PBD'],70000.0,6.88,0.00982857142857143,88.0,8.0,45.35,0.0,21800.0,53.35,8.0,True,True,0.0,0.0,53.35,True
